,_id,trial_start_time,trial_finish_time,condition,stimulus,response,trial_num,block_str,tower_id,tower_A_tall_id,tower_A_wide_id,tower_B_tall_id,tower_B_wide_id,tower_id_tall,composite_id,trial_type,trial_index,time_elapsed,internal_node_id,experimentName,iterationName,workerID,gameID,studyLocation,datatype,response_key_dict,timeAbsolute,timeRelative,blocks,discreteWorld,eventType,endReason,relative_time,rep,n_resets,rt,novelty,response_meaning,response_correct,key_presses
407,637ea108c178f27685c5060d,1669243127774.0,1669243142874.0,view,"{'blocks': [{'x': 0, 'y': 0, 'height': 2, 'width': 1}, {'x': 0, 'y': 2, 'height': 1, 'width': 2}, {'x': 0, 'y': 3, 'height': 2, 'width': 1}, {'x': 0, 'y': 5, 'height': 1, 'width': 2}, {'x': 2, 'y': 0, 'height': 1, 'width': 2}, {'x': 2, 'y': 1, 'height': 2, 'width': 1}, {'x': 2, 'y': 3, 'height': 2, 'width': 1}, {'x': 2, 'y': 5, 'height': 1, 'width': 2}]}",,11,0000000000000000111100001010000010100000111000001010000010110000,talls_127_125,tall_127,wide_020,tall_125,wide_025,talls_127_125,talls_127_125,block-tower-viewing,13,403497,0.0-13.0,block_construction_build_components,build_components_pilot_2,634d8b1642fa18e4a616acbf,9963-2ff0d52d-fd46-40cf-8472-587ba3ff6a77,Prolific,trial_end,"{'new': 'z', 'old': 'm'}",,,,,,,,,,,,,,
408,637ea10dc178f27685c5062c,1669243133468.0,,build,"{'blocks': [{'x': 0, 'y': 0, 'height': 1, 'width': 2}, {'x': 1, 'y': 1, 'height': 2, 'width': 1}, {'x': 0, 'y': 3, 'height': 1, 'width': 2}, {'x': 0, 'y': 4, 'height': 2, 'width': 1}, {'x': 2, 'y': 0, 'height': 1, 'width': 2}, {'x': 2, 'y': 1, 'height': 2, 'width': 1}, {'x': 2, 'y': 3, 'height': 2, 'width': 1}, {'x': 2, 'y': 5, 'height': 1, 'width': 2}]}",,3,0000000000000000101100001010000011100000011000000110000011110000,talls_111_125,tall_111,wide_008,tall_125,wide_015,talls_111_125,talls_111_125,block-tower-building,5,77299,0.0-5.0,block_construction_build_components,build_components_pilot_2,5ec439fc21dd591193d88d35,1642-2aa7cfec-1f16-4800-bc72-f624fc299a74,Prolific,trial_end,"{'new': 'm', 'old': 'z'}",1669243145356.0,74929.0,"[{'x': 3, 'y': 0, 'width': 2, 'height': 1}, {'x': 5, 'y': 0, 'width': 2, 'height': 1}, {'x': 4, 'y': 1, 'width': 1, 'height': 2}, {'x': 5, 'y': 1, 'width': 1, 'height': 2}, {'x': 3, 'y': 3, 'width': 2, 'height': 1}, {'x': 3, 'y': 4, 'width': 1, 'height': 2}, {'x': 5, 'y': 3, 'width': 1, 'height': 2}, {'x': 5, 'y': 5, 'width': 2, 'height': 1}]","[[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [False, True, True, False, False, False, True, True, True, True], [False, False, False, False, True, True, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [False, True, True, True, True, False, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]]",trial_end,perfect-reconstruction-translation,11889.0,0.0,0.0,,,,,
409,637ea111c178f27685c5064e,1669243137454.0,1669243152504.0,view,"{'blocks': [{'x': 0, 'y': 0, 'height': 1, 'width': 2}, {'x': 0, 'y': 1, 'height': 2, 'width': 1}, {'x': 0, 'y': 3, 'height': 1, 'width': 2}, {'x': 1, 'y': 4, 'height': 2, 'width': 1}, {'x': 2, 'y': 0, 'height': 1, 'width': 2}, {'x': 3, 'y': 1, 'height': 2, 'width': 1}, {'x': 2, 'y': 3, 'height': 1, 'width': 2}, {'x': 3, 'y': 4, 'height': 2, 'width': 1}]}",,12,0000000000000000010100000101000011110000100100001001000011110000,talls_100_097,tall_100,wide_013,tall_097,wide_006,talls_100_097,talls_100_097,block-tower-viewing,14,411431,0.0-14.0,block_construction_build_components,build_components_pilot_2,5d651053afb8f700198459d4,0090-2fd40afa-1888-4d40-872f-684039d135c5,Prolific,trial_end,"{'new': 'm', 'old': 'z'}",,,,,,,,,,,,,,
410,637ea111c178f27685c5064f,1669243101651.0,,build,"{'blocks': [{'x': 0, 'y': 0, 'height': 1, 'width': 2}, {'x': 1, 'y': 1, 'height': 2, 'width': 1}, {'x': 0, 'y': 3, 'height': 1, 'width': 2}, {'x': 1, 'y': 4, 'height': 2, 'width': 1}, {'x': 2, 'y': 0, 'height': 1, 'width': 2}, {'x': 3, 'y': 1, 'height': 2, 'width': 1}, {'x': 3, 'y': 3, 'height': 2, 'width': 1}, {'x': 2, 'y': 5, 'height': 1, 'width': 2}]}",,10,0000000000000000011100000101000011010000010100000101000011110000,talls_097_118,tall_097,wide_006,tall_118,wide_010,talls_097_118,talls_097_118,block-tower-building,12,397720,0.0-12.0,block_construction_build_components,build_components_pilot_2,5acb4bac9534ba0001c780aa,3065-447e2394-7150-4cb5-bec9-a81e23710a28,Prolific,trial_end,"{'new': 'z', 'old': 'm'}",1669243149797.0,394641.0,"[{'x': 4, 'y': 0, 'width': 2, 'height': 1}, {'x': 6, 'y': 0, 'width': 2, 'height': 1}, {'x': 5, 'y': 1, 'width': 1, 'height': 2}, {'x': 7, 'y': 1, 'width': 1, 'height': 2}, {'x': 7, 'y': 3, 'width': 1, 'height': 2}, {'x': 4, 'y': 3, 'width': 2, 'height': 1}, {'x': 5, 'y': 4, 'width': 1, 'height': 2}, {'x': 6, 'y': 5, 'width': 2, 'height': 1}]","[[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [False, True, True, False, True, True, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [False, True, True, True, True, False, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]]",trial_end,perfect-reconstruction-translation,48146.0,0.0,1.0,,,,,
411,637ea112c178f27685c50650,1669243137913.0,1669243152941.0,view,"{'blocks': [{'x': 0, 'y': 0, 'height': 1, 'width': 2}, {'x': 0, 'y': 1, 'height': 2, 'width': 1}, {'x': 0, 'y': 3, 'height': 1, 'width': 2}, {'x': 1, 'y': 4, 'height': 2, 'width': 1}, {'x': 2, 'y': 0, 'height': 1, 'width': 2}, {'x': 2, 'y': 1, 'height': 2, 'width': 1}, {'x': 2, 'y': 3, 'height': 2, 'width': 1}, {'x': 2, 'y': 5, 'height': 1, 'width': 2}]}",,10,0000000000000000011100000110000011100000101000001010000011110000,talls_100_125,tall_100,wide_014,tall_125,wide_011,talls_100_125,talls_100_125,block-tower-viewing,12,416730,0.0-12.0,block_construction_build_components,build_components_pilot_2,5f2e3fea6383511a77d0f9b3,2177-d3b31a6d-3c78-4a5a-94d1-d5755d116f93,Prolific,trial_end,"{'new': 'm', 'old': 'z'}",,,,,,,,,,,,,,
412,637ea113c178f27685c50658,1669243119152.0,,build,"{'blocks': [{'x': 0, 'y': 0, 'height': 1, 'width': 2}, {'x': 1, 'y': 1, 'height': 2, 'width': 1}, {'x': 1, 'y': 3, 'height': 2, 'width': 1}, {'x': 0, 'y': 5, 'height': 1, 'width': 2}, {'x': 2, 'y': 0, 'height': 1, 'width': 2}, {'x': 2, 'y': 1, 'height': 2, 'width': 1}, {'x': 2, 'y': 3, 'height': 1, 'width': 2}, {'x': 2, 'y': 4, 'height': 2, 'width': 1}]}",,8,0000000000000000111000000110000001110000011000000110000011110000,talls_118_114,tall_118,wide_008,tall_114,wide_019,talls_118_114,talls_118_114,block-tower-building,10,427221,0.0-10.0,block_construction_build_components,build_components_pilot_2,62ebd8c191cf8e7fe54af5cf,3417-9f56e30c-605b-436a-8427-7cae3348b9cd,Prolific,trial_end,"{'new': 'z', 'old': 'm'}",1669243145015.0,424191.0,"[{'x': 6, 'y': 0, 'width': 2, 'height': 1}, {'x': 4, 'y': 0, 'width': 2, 'height': 1}, {'x': 5, 'y': 1, 'width': 1, 'height': 2}, {'x': 6, 'y': 1, 'width': 1, 'height': 2}, {'x': 6, 'y': 3, 'width': 2, 'height': 1}, {'x': 5, 'y': 3, 'width': 1, 'height': 2}, {'x': 6, 'y': 4, 'width': 1, 'height': 2}, {'x': 4, 'y': 5, 'width': 2, 'height': 1}]","[[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [False, True, True, True, True, False, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [False, True, True, False, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]]",trial_end,perfect-reconstruction-translation,25863.0,0.0,0.0,,,,,
413,637ea114c178f27685c5065d,1669243128331.0,,build,"{'blocks': [{'x': 0, 'y': 0, 'height': 2, 'width': 1}, {'x': 0, 'y': 2, 'height': 1, 'width': 2}, {'x': 0, 'y': 3, 'height': 2, 'width': 1}, {'x': 0, 'y': 5, 'height': 1, 'width': 2}, {'x': 2, 'y': 0, 'height': 1, 'width': 2}, {'x': 2, 'y': 1, 'height': 2, 'width': 1}, {'x': 2, 'y': 3, 'height': 2, 'width': 1}, {'x': 2, 'y': 5, 'height': 1, 'width': 2}]}",,10,0000000000000000111100001010000010100000111000001010000010110000,talls_127_125,tall_127,wide_020,tall_125,wide_025,talls_127_125,talls_127_125,block-tower-building,12,402360,0.0-12.0,block_construction_build_components,build_components_pilot_2,5eaf0f7a12e7015e515672f5,9012-5712f831-675d-4ffb-901b-3d7b6a3fc8e4,Prolific,trial_end,"{'new': 'z', 'old': 'm'}",1669243152768.0,399965.0,"[{'x': 4, 'y': 0, 'width': 1, 'height': 2}, {'x': 4, 'y': 2, 'width': 2, 'height': 1}, {'x': 6, 'y': 0, 'width': 2, 'height': 1}, {'x': 6, 'y': 1, 'width': 1, 'height': 2}, {'x': 4, 'y': 3, 'width': 1, 'height': 2}, {'x': 6, 'y': 3, 'width': 1, 'height': 2}, {'x': 4, 'y': 5, 'width': 2, 'height': 1}, {'x': 6, 'y': 5, 'width': 2, 'height': 1}]","[[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [True, True, False, True, True, False, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [False, True, True, True, True, False, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]]",trial_end,perfect-reconstruction-translation,24437.0,0.0,0.0,,,,,
414,637ea115c178f27685c5065e,1669243022256.0,,build,"{'blocks': [{'x': 0, 'y': 0, 'height': 1, 'width': 2}, {'x': 0, 'y': 1, 'height': 2, 'width': 1}, {'x': 0, 'y': 3, 'height': 1, 'width': 2}, {'x': 0, 'y': 4, 'height': 2, 'width': 1}, {'x': 2, 'y': 0, 'height': 1, 'width': 2}, {'x': 3, 'y': 1, 'height': 2, 'width': 1}, {'x': 2, 'y': 3, 'height': 1, 'width': 2}, {'x': 2, 'y': 4, 'height': 2, 'width': 1}]}",,5,0000000000000000101000001010000011110000100100001001000011110000,talls_114_111,tall_114,wide_013,tall_111,wide_014,talls_114_111,talls_114_111,block-tower-building,7,422262,0.0-7.0,block_construction_build_components,build_components_pilot_2,6173b4a7f3d52787b51e761e,0717-d8a3d2c4-639d-4895-8579-f98799c4a7f0,Prolific,trial_end,"{'new': 'z', 'old': 'm'}",1669243153173.0,419077.0,"[{'x': 4, 'y': 0, 'width': 2, 'height': 1}, {'x': 6, 'y': 0, 'width': 2, 'height': 1}, {'x': 4, 'y': 1, 'width': 1, 'height': 2}, {'x': 7, 'y': 1, 'width': 1, 'height': 2}, {'x': 4, 'y': 3, 'width': 2, 'height': 1}, {'x': 6, 'y': 3, 'width': 2, 'height': 1}, {'x': 4, 'y': 4, 'width': 1, 'height': 2}, {'x': 6, 'y': 4, 'width': 1, 'height': 2}]","[[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [False, True, True, False, True, True, True, True, True, True], [False, True, True, False, False, False, True, True, True, True], [False, False, False, False, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]]",trial_end,perfect-reconstruction-translation,130917.0,0.0,3.0,,,,,
415,637ea116c178f27685c50663,1669243143370.0,1669243158429.0,view,"{'blocks': [{'x': 0, 'y': 0, 'height': 1, 'width': 2}, {'x': 1, 'y': 1, 'height': 2, 'width': 1}, {'x': 0, 'y': 3, 'height': 1, 'width': 2}, {'x': 0, 'y': 4, 'height': 2, 'width': 1}, {'x': 2, 'y': 0, 'height': 2, 'width': 1}, {'x': 2, 'y': 2, 'height': 1, 'width': 2}, {'x': 2, 'y': 3, 'height': 2, 'width': 1}, {'x': 2, 'y': 5, 'height': 1, 'width': 2}]}",,4,0000000000000000101100001010000011100000011100000110000011100000,talls_111_127,tall_111,wide_011,tall_127,wide_015,talls_111_127,talls_111_127,block-tower-viewing,6,409371,0.0-6.0,block_construction_build_components,build_components_pilot_2,5ef4860d22eb1d04bbcd9586,8494-ff6c6c9f-3e68-4442-9c95-dc937c963b9c,Prolific,trial_end,"{'new': 'z', 'old': 'm'}",,,,,,,,,,,,,,
416,637ea118c178f27685c5066f,1669243140898.0,1669243156269.0,view,"{'blocks': [{'x': 0, 'y': 0, 'height': 1, 'width': 2}, {'x': 1, 'y': 1, 'height': 2, 'width': 1}, {'x': 0, 'y': 3, 'height': 1, 'width': 2}, {'x': 0, 'y': 4, 'height': 2, 'width': 1}, {'x': 2, 'y': 0, 'height': 1, 'width': 2}, {'x': 2, 'y': 1, 'height': 2, 'width': 1}, {'x': 2, 'y': 3, 'height': 2, 'width': 1}, {'x': 2, 'y': 5, 'height': 1, 'width': 2}]}",,8,0000000000000000101100001010000011100000011000000110000011110000,talls_111_125,tall_111,wide_008,tall_125,wide_015,talls_111_125,talls_111_125,block-tower-viewing,10,424380,0.0-10.0,block_construction_build_components,build_components_pilot_2,5831960ab232860001b110dc,8036-80286616-548e-486a-b43f-82d4ab63f643,Prolific,trial_end,"{'new': 'm', 'old': 'z'}",,,,,,,,,,,,,,
417,637ea118c178f27685c50670,1669243140711.0,,build,"{'blocks': [{'x': 1, 'y': 0, 'height': 2, 'width': 1}, {'x': 0, 'y': 2, 'height': 1, 'width': 2}, {'x': 0, 'y': 3, 'height': 2, 'width': 1}, {'x': 0, 'y': 5, 'height': 1, 'width': 2}, {'x': 2, 'y': 0, 'height': 2, 'width': 1}, {'x': 2, 'y': 2, 'height': 1, 'width': 2}, {'x': 3, 'y': 3, 'height': 2, 'width': 1}, {'x': 2, 'y': 5, 'height': 1, 'width': 2}]}",,12,0000000000000000111100001001000010010000111100000110000001100000,talls_126_122,tall_126,wide_023,tall_122,wide_024,talls_126_122,talls_126_122,block-tower-building,14,351381,0.0-14.0,block_construction_build_components,build_components_pilot_2,5b2a72f7c293b90001732b89,7090-9c20d1d3-ddd2-409c-bb44-05b1ee4f0046,Prolific,trial_end,"{'new': 'z', 'old': 'm'}",1669243155966.0,347977.0,"[{'x': 5, 'y': 0, 'width': 1, 'height': 2}, {'x': 4, 'y': 0, 'width': 1, 'height': 2}, {'x': 3, 'y': 2, 'width': 2, 'height': 1}, {'x': 5, 'y': 2, 'width': 2, 'height': 1}, {'x': 3, 'y': 3, 'width': 1, 'height': 2}, {'x': 6, 'y': 3, 'width': 1, 'height': 2}, {'x': 5, 'y': 5, 'width': 2, 'height': 1}, {'x': 3, 'y': 5, 'width': 2, 'height': 1}]","[[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, False, False, False, False, True, True, True, True], [False, False, False, True, True, False, True, True, True, True], [False, False, False, True, True, False, True, True, True, True], [True, True, False, False, False, False, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]]",trial_end,perfect-reconstruction-translation,15255.0,0.0,0.0,,,,,
418,637ea11dc178f27685c50683,1669243144634.0,,build,"{'blocks': [{'x': 0, 'y': 0, 'height': 1, 'width': 2}, {'x': 1, 'y': 1, 'height': 2, 'width': 1}, {'x': 0, 'y': 3, 'height': 1, 'width': 2}, {'x': 1, 'y': 4, 'height': 2, 'width': 1}, {'x': 2, 'y': 0, 'height': 1, 'width': 2}, {'x': 2, 'y': 1, 'height': 2, 'width': 1}, {'x': 2, 'y': 3, 'height': 1, 'width': 2}, {'x': 3, 'y': 4, 'height': 2, 'width': 1}]}",,12,0000000000000000010100000101000011110000011000000110000011110000,talls_097_100,tall_097,wide_008,tall_100,wide_006,talls_097_100,talls_097_100,block-tower-building,14,424109,0.0-14.0,block_construction_build_components,build_components_pilot_2,634d8b1642fa18e4a616acbf,9963-2ff0d52d-fd46-40cf-8472-587ba3ff6a77,Prolific,trial_end,"{'new': 'z', 'old': 'm'}",1669243160305.0,421240.0,"[{'x': 7, 'y': 0, 'width': 2, 'height': 1}, {'x': 5, 'y': 0, 'width': 2, 'height': 1}, {'x': 7, 'y': 1, 'width': 1, 'height': 2}, {'x': 6, 'y': 1, 'width': 1, 'height': 2}, {'x': 5, 'y': 3, 'width': 2, 'height': 1}, {'x': 6, 'y': 4, 'width': 1, 'height': 2}, {'x': 7, 'y': 3, 'width': 2, 'height': 1}, {'x': 8, 'y': 4, 'width': 1, 'height': 2}]","[[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [False, True, True, False, True, True, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [False, False, False, False, True, True, True, True, True, True], [False, True, True, False, False, False, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]]",trial_end,perfect-reconstruction-translation,15671.0,0.0,0.0,,,,,
419,637ea11ec178f27685c50686,1669243150046.0,1669243165110.0,view,"{'blocks': [{'x': 1, 'y': 0, 'height': 2, 'width': 1}, {'x': 0, 'y': 2, 'height': 1, 'width': 2}, {'x': 1, 'y': 3, 'height': 2, 'width': 1}, {'x': 0, 'y': 5, 'height': 1, 'width': 2}, {'x': 2, 'y': 0, 'height': 1, 'width': 2}, {'x': 3, 'y': 1, 'height': 2, 'width': 1}, {'x': 3, 'y': 3, 'height': 2, 'width': 1}, {'x': 2, 'y': 5, 'height': 1, 'width': 2}]}",,4,0000000000000000111100000101000001010000110100000101000001110000,talls_121_118,tall_121,wide_018,tall_118,wide_022,talls_121_118,talls_121_118,block-tower-viewing,6,94028,0.0-6.0,block_construction_build_components,build_components_pilot_2,5ec439fc21dd591193d88d35,1642-2aa7cfec-1f16-4800-bc72-f624fc299a74,Prolific,trial_end,"{'new': 'm', 'old': 'z'}",,,,,,,,,,,,,,
420,637ea122c178f27685c50698,1669243154606.0,1669243169639.0,view,"{'blocks': [{'x': 0, 'y': 0, 'height': 2, 'width': 1}, {'x': 0, 'y': 2, 'height': 1, 'width': 2}, {'x': 0, 'y': 3, 'height': 2, 'width': 1}, {'x': 0, 'y': 5, 'height': 1, 'width': 2}, {'x': 3, 'y': 0, 'height': 2, 'width': 1}, {'x': 2, 'y': 2, 'height': 1, 'width': 2}, {'x': 2, 'y': 3, 'height': 1, 'width': 2}, {'x': 2, 'y': 4, 'height': 2, 'width': 1}]}",,11,0000000000000000111000001010000010110000111100001001000010010000,talls_127_115,tall_127,wide_024,tall_115,wide_020,talls_127_115,talls_127_115,block-tower-viewing,13,433425,0.0-13.0,block_construction_build_components,build_components_pilot_2,5f2e3fea6383511a77d0f9b3,2177-d3b31a6d-3c78-4a5a-94d1-d5755d116f93,Prolific,trial_end,"{'new': 'm', 'old': 'z'}",,,,,,,,,,,,,,
421,637ea124c178f27685c506a0,1669243149934.0,1669243165029.0,view,"{'blocks': [{'x': 0, 'y': 0, 'height': 1, 'width': 2}, {'x': 1, 'y': 1, 'height': 2, 'width': 1}, {'x': 1, 'y': 3, 'height': 2, 'width': 1}, {'x': 0, 'y': 5, 'height': 1, 'width': 2}, {'x': 3, 'y': 0, 'height': 2, 'width': 1}, {'x': 2, 'y': 2, 'height': 1, 'width': 2}, {'x': 3, 'y': 3, 'height': 2, 'width': 1}, {'x': 2, 'y': 5, 'height': 1, 'width': 2}]}",,9,0000000000000000111100000101000001010000011100000101000011010000,talls_118_121,tall_118,wide_010,tall_121,wide_022,talls_118_121,talls_118_121,block-tower-viewing,11,444072,0.0-11.0,block_construction_build_components,build_components_pilot_2,62ebd8c191cf8e7fe54af5cf,3417-9f56e30c-605b-436a-8427-7cae3348b9cd,Prolific,trial_end,"{'new': 'z', 'old': 'm'}",,,,,,,,,,,,,,
422,637ea126c178f27685c506ae,1669243157911.0,1669243172954.0,view,"{'blocks': [{'x': 0, 'y': 0, 'height': 1, 'width': 2}, {'x': 1, 'y': 1, 'height': 2, 'width': 1}, {'x': 0, 'y': 3, 'height': 1, 'width': 2}, {'x': 0, 'y': 4, 'height': 2, 'width': 1}, {'x': 2, 'y': 0, 'height': 1, 'width': 2}, {'x': 2, 'y': 1, 'height': 2, 'width': 1}, {'x': 2, 'y': 3, 'height': 2, 'width': 1}, {'x': 2, 'y': 5, 'height': 1, 'width': 2}]}",,6,0000000000000000101100001010000011100000011000000110000011110000,talls_111_125,tall_111,wide_008,tall_125,wide_015,talls_111_125,talls_111_125,block-tower-viewing,8,439003,0.0-8.0,block_construction_build_components,build_components_pilot_2,6173b4a7f3d52787b51e761e,0717-d8a3d2c4-639d-4895-8579-f98799c4a7f0,Prolific,trial_end,"{'new': 'z', 'old': 'm'}",,,,,,,,,,,,,,
423,637ea129c178f27685c506bb,1669243158044.0,1669243173124.0,view,"{'blocks': [{'x': 0, 'y': 0, 'height': 2, 'width': 1}, {'x': 0, 'y': 2, 'height': 1, 'width': 2}, {'x': 0, 'y': 3, 'height': 1, 'width': 2}, {'x': 0, 'y': 4, 'height': 2, 'width': 1}, {'x': 2, 'y': 0, 'height': 1, 'width': 2}, {'x': 2, 'y': 1, 'height': 2, 'width': 1}, {'x': 2, 'y': 3, 'height': 1, 'width': 2}, {'x': 2, 'y': 4, 'height': 2, 'width': 1}]}",,9,0000000000000000101000001010000011110000111000001010000010110000,talls_116_114,tall_116,wide_020,tall_114,wide_014,talls_116_114,talls_116_114,block-tower-viewing,11,441198,0.0-11.0,block_construction_build_components,build_components_pilot_2,5831960ab232860001b110dc,8036-80286616-548e-486a-b43f-82d4ab63f643,Prolific,trial_end,"{'new': 'm', 'old': 'z'}",,,,,,,,,,,,,,
424,637ea12ac178f27685c506c1,1669243103652.0,,build,"{'blocks': [{'x': 0, 'y': 0, 'height': 2, 'width': 1}, {'x': 0, 'y': 2, 'height': 1, 'width': 2}, {'x': 0, 'y': 3, 'height': 2, 'width': 1}, {'x': 0, 'y': 5, 'height': 1, 'width': 2}, {'x': 3, 'y': 0, 'height': 2, 'width': 1}, {'x': 2, 'y': 2, 'height': 1, 'width': 2}, {'x': 2, 'y': 3, 'height': 1, 'width': 2}, {'x': 2, 'y': 4, 'height': 2, 'width': 1}]}",,4,0000000000000000111000001010000010110000111100001001000010010000,talls_127_115,tall_127,wide_024,tall_115,wide_020,talls_127_115,talls_127_115,block-tower-building,6,437422,0.0-6.0,block_construction_build_components,build_components_pilot_2,6346a2f6e039e5345feb2335,6084-f35f7e9c-60ab-4896-86fd-1f85140c9364,Prolific,trial_end,"{'new': 'z', 'old': 'm'}",1669243174721.0,435190.0,"[{'x': 4, 'y': 0, 'width': 1, 'height': 2}, {'x': 7, 'y': 0, 'width': 1, 'height': 2}, {'x': 6, 'y': 2, 'width': 2, 'height': 1}, {'x': 4, 'y': 2, 'width': 2, 'height': 1}, {'x': 6, 'y': 3, 'width': 2, 'height': 1}, {'x': 4, 'y': 3, 'width': 1, 'height': 2}, {'x': 6, 'y': 4, 'width': 1, 'height': 2}, {'x': 4, 'y': 5, 'width': 2, 'height': 1}]","[[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [True, True, False, True, True, False, True, True, True, True], [True, True, False, False, False, False, True, True, True, True], [False, False, False, False, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]]",trial_end,perfect-reconstruction-translation,71069.0,0.0,1.0,,,,,
425,637ea12bc178f27685c506c4,1669243046468.0,,build,"{'blocks': [{'x': 1, 'y': 0, 'height': 2, 'width': 1}, {'x': 0, 'y': 2, 'height': 1, 'width': 2}, {'x': 1, 'y': 3, 'height': 2, 'width': 1}, {'x': 0, 'y': 5, 'height': 1, 'width': 2}, {'x': 2, 'y': 0, 'height': 1, 'width': 2}, {'x': 3, 'y': 1, 'height': 2, 'width': 1}, {'x': 3, 'y': 3, 'height': 2, 'width': 1}, {'x': 2, 'y': 5, 'height': 1, 'width': 2}]}",,1,0000000000000000111100000101000001010000110100000101000001110000,talls_121_118,tall_121,wide_018,tall_118,wide_022,talls_121_118,talls_121_118,block-tower-building,3,207770,0.0-3.0,block_construction_build_components,build_components_pilot_2,6361a2add7e38a2273bffb8d,4529-299e3d30-99ed-4283-95f2-9cae184b2b86,Prolific,trial_end,"{'new': 'z', 'old': 'm'}",1669243175037.0,204522.0,"[{'x': 6, 'y': 0, 'width': 2, 'height': 1}, {'x': 5, 'y': 0, 'width': 1, 'height': 2}, {'x': 7, 'y': 1, 'width': 1, 'height': 2}, {'x': 7, 'y': 3, 'width': 1, 'height': 2}, {'x': 6, 'y': 5, 'width': 2, 'height': 1}, {'x': 4, 'y': 2, 'width': 2, 'height': 1}, {'x': 5, 'y': 3, 'width': 1, 'height': 2}, {'x': 4, 'y': 5, 'width': 2, 'height': 1}]","[[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, False, True, True, False, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [False, True, True, True, True, False, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]]",trial_end,perfect-reconstruction-translation,128569.0,0.0,2.0,,,,,
