,_id,experimentName,iterationName,workerID,gameID,studyLocation,n_resets_for_tower,n_undo_for_tower,towerDetails,nTower,alignedTowerBlocks,absolute_time,trial_start_time,relative_time_trial,time_since_last_submit,time_since_last_reset,datatype,n_block,cumulative_resets_across_submissions
28,641cec596e17e9023eee629d,block_construction_build_components,build_components_build_recall_prolific_pilot_6_towers,628bef28fbe03c493fe63f57,7084-47ebb01e-9495-4bd0-a79d-1158dab10935,Prolific,1,0,"{'blocks': [{'x': 4, 'y': 0, 'width': 2, 'height': 1}, {'x': 6, 'y': 0, 'width': 2, 'height': 1}, {'x': 4, 'y': 1, 'width': 1, 'height': 2}, {'x': 7, 'y': 1, 'width': 1, 'height': 2}, {'x': 4, 'y': 3, 'width': 2, 'height': 1}, {'x': 6, 'y': 3, 'width': 2, 'height': 1}, {'x': 5, 'y': 4, 'width': 1, 'height': 2}, {'x': 7, 'y': 4, 'width': 1, 'height': 2}], 'discreteWorld': [[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [False, False, False, False, True, True, True, True, True, True], [False, True, True, False, False, False, True, True, True, True], [False, True, True, False, True, True, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]], 'n_block': 8}",2,"[{'height': 1, 'width': 2, 'x': 0, 'y': 0}, {'height': 1, 'width': 2, 'x': 2, 'y': 0}, {'height': 2, 'width': 1, 'x': 0, 'y': 1}, {'height': 2, 'width': 1, 'x': 3, 'y': 1}, {'height': 1, 'width': 2, 'x': 0, 'y': 3}, {'height': 1, 'width': 2, 'x': 2, 'y': 3}, {'height': 2, 'width': 1, 'x': 1, 'y': 4}, {'height': 2, 'width': 1, 'x': 3, 'y': 4}]",1679617113118.0,1679617041518.0,71600,32208,14769,recalled_tower,8,2
29,641cec5f6e17e9023eee62a8,block_construction_build_components,build_components_build_recall_prolific_pilot_6_towers,5ee15a640c2ad1180fd1df83,5916-68d40390-5744-434c-a5cf-b2b89168edfd,Prolific,0,0,"{'blocks': [{'x': 4, 'y': 0, 'width': 2, 'height': 1}, {'x': 6, 'y': 0, 'width': 2, 'height': 1}, {'x': 5, 'y': 1, 'width': 1, 'height': 2}, {'x': 6, 'y': 1, 'width': 1, 'height': 2}, {'x': 6, 'y': 3, 'width': 2, 'height': 1}, {'x': 5, 'y': 3, 'width': 1, 'height': 2}, {'x': 6, 'y': 4, 'width': 1, 'height': 2}, {'x': 4, 'y': 5, 'width': 2, 'height': 1}], 'discreteWorld': [[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [False, True, True, True, True, False, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [False, True, True, False, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]], 'n_block': 8}",5,"[{'height': 1, 'width': 2, 'x': 0, 'y': 0}, {'height': 1, 'width': 2, 'x': 2, 'y': 0}, {'height': 2, 'width': 1, 'x': 1, 'y': 1}, {'height': 2, 'width': 1, 'x': 2, 'y': 1}, {'height': 1, 'width': 2, 'x': 2, 'y': 3}, {'height': 2, 'width': 1, 'x': 1, 'y': 3}, {'height': 2, 'width': 1, 'x': 2, 'y': 4}, {'height': 1, 'width': 2, 'x': 0, 'y': 5}]",1679617120197.0,1679617010885.0,109312,25778,25778,recalled_tower,8,0
30,641cec6f6e17e9023eee62bf,block_construction_build_components,build_components_build_recall_prolific_pilot_6_towers,5ee15a640c2ad1180fd1df83,5916-68d40390-5744-434c-a5cf-b2b89168edfd,Prolific,0,0,"{'blocks': [{'x': 5, 'y': 0, 'width': 2, 'height': 1}, {'x': 4, 'y': 0, 'width': 1, 'height': 2}, {'x': 6, 'y': 1, 'width': 1, 'height': 2}, {'x': 4, 'y': 2, 'width': 2, 'height': 1}, {'x': 3, 'y': 0, 'width': 1, 'height': 2}, {'x': 6, 'y': 3, 'width': 2, 'height': 1}, {'x': 7, 'y': 4, 'width': 1, 'height': 2}, {'x': 5, 'y': 4, 'width': 2, 'height': 1}], 'discreteWorld': [[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [False, False, True, True, True, True, True, True, True, True], [False, False, False, True, True, True, True, True, True, True], [False, True, False, True, False, True, True, True, True, True], [False, False, False, False, False, True, True, True, True, True], [True, True, True, False, False, False, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]], 'n_block': 8}",6,"[{'height': 1, 'width': 2, 'x': 2, 'y': 0}, {'height': 2, 'width': 1, 'x': 1, 'y': 0}, {'height': 2, 'width': 1, 'x': 3, 'y': 1}, {'height': 1, 'width': 2, 'x': 1, 'y': 2}, {'height': 2, 'width': 1, 'x': 0, 'y': 0}, {'height': 1, 'width': 2, 'x': 3, 'y': 3}, {'height': 2, 'width': 1, 'x': 4, 'y': 4}, {'height': 1, 'width': 2, 'x': 2, 'y': 4}]",1679617136553.0,1679617010885.0,125668,16347,16347,recalled_tower,8,0
31,641cec7e6e17e9023eee62db,block_construction_build_components,build_components_build_recall_prolific_pilot_6_towers,63ed00457ed1419748312833,6111-3e3da43a-eab6-43b3-90d2-9a27133cd93b,Prolific,0,0,"{'blocks': [{'x': 3, 'y': 0, 'width': 2, 'height': 1}, {'x': 5, 'y': 0, 'width': 2, 'height': 1}, {'x': 6, 'y': 1, 'width': 1, 'height': 2}, {'x': 3, 'y': 1, 'width': 1, 'height': 2}, {'x': 5, 'y': 3, 'width': 2, 'height': 1}, {'x': 3, 'y': 3, 'width': 2, 'height': 1}, {'x': 3, 'y': 4, 'width': 1, 'height': 2}, {'x': 5, 'y': 4, 'width': 1, 'height': 2}], 'discreteWorld': [[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [False, True, True, False, True, True, True, True, True, True], [False, True, True, False, False, False, True, True, True, True], [False, False, False, False, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]], 'n_block': 8}",1,"[{'height': 1, 'width': 2, 'x': 0, 'y': 0}, {'height': 1, 'width': 2, 'x': 2, 'y': 0}, {'height': 2, 'width': 1, 'x': 3, 'y': 1}, {'height': 2, 'width': 1, 'x': 0, 'y': 1}, {'height': 1, 'width': 2, 'x': 2, 'y': 3}, {'height': 1, 'width': 2, 'x': 0, 'y': 3}, {'height': 2, 'width': 1, 'x': 0, 'y': 4}, {'height': 2, 'width': 1, 'x': 2, 'y': 4}]",1679617151761.0,1679617114817.0,36944,36943,36790,recalled_tower,8,0
32,641cec8c6e17e9023eee62f9,block_construction_build_components,build_components_build_recall_prolific_pilot_6_towers,628bef28fbe03c493fe63f57,7084-47ebb01e-9495-4bd0-a79d-1158dab10935,Prolific,0,0,"{'blocks': [{'x': 3, 'y': 0, 'width': 2, 'height': 1}, {'x': 5, 'y': 0, 'width': 1, 'height': 2}, {'x': 4, 'y': 1, 'width': 1, 'height': 2}, {'x': 5, 'y': 2, 'width': 1, 'height': 2}, {'x': 3, 'y': 3, 'width': 2, 'height': 1}, {'x': 3, 'y': 4, 'width': 1, 'height': 2}, {'x': 5, 'y': 4, 'width': 2, 'height': 1}, {'x': 6, 'y': 5, 'width': 2, 'height': 1}], 'discreteWorld': [[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [False, True, True, False, False, False, True, True, True, True], [False, False, False, False, True, True, True, True, True, True], [False, False, False, False, False, True, True, True, True, True], [True, True, True, True, False, False, True, True, True, True], [True, True, True, True, True, False, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]], 'n_block': 8}",3,"[{'height': 1, 'width': 2, 'x': 0, 'y': 0}, {'height': 2, 'width': 1, 'x': 2, 'y': 0}, {'height': 2, 'width': 1, 'x': 1, 'y': 1}, {'height': 2, 'width': 1, 'x': 2, 'y': 2}, {'height': 1, 'width': 2, 'x': 0, 'y': 3}, {'height': 2, 'width': 1, 'x': 0, 'y': 4}, {'height': 1, 'width': 2, 'x': 2, 'y': 4}, {'height': 1, 'width': 2, 'x': 3, 'y': 5}]",1679617164120.0,1679617041518.0,122602,50993,50993,recalled_tower,8,2
33,641cec936e17e9023eee6307,block_construction_build_components,build_components_build_recall_prolific_pilot_6_towers,63ed00457ed1419748312833,6111-3e3da43a-eab6-43b3-90d2-9a27133cd93b,Prolific,0,0,"{'blocks': [{'x': 3, 'y': 0, 'width': 2, 'height': 1}, {'x': 5, 'y': 0, 'width': 2, 'height': 1}, {'x': 4, 'y': 1, 'width': 1, 'height': 2}, {'x': 5, 'y': 1, 'width': 1, 'height': 2}, {'x': 3, 'y': 3, 'width': 2, 'height': 1}, {'x': 5, 'y': 3, 'width': 2, 'height': 1}, {'x': 4, 'y': 4, 'width': 1, 'height': 2}, {'x': 6, 'y': 4, 'width': 1, 'height': 2}], 'discreteWorld': [[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [False, True, True, False, True, True, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [False, False, False, False, True, True, True, True, True, True], [False, True, True, False, False, False, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]], 'n_block': 8}",2,"[{'height': 1, 'width': 2, 'x': 0, 'y': 0}, {'height': 1, 'width': 2, 'x': 2, 'y': 0}, {'height': 2, 'width': 1, 'x': 1, 'y': 1}, {'height': 2, 'width': 1, 'x': 2, 'y': 1}, {'height': 1, 'width': 2, 'x': 0, 'y': 3}, {'height': 1, 'width': 2, 'x': 2, 'y': 3}, {'height': 2, 'width': 1, 'x': 1, 'y': 4}, {'height': 2, 'width': 1, 'x': 3, 'y': 4}]",1679617173527.0,1679617114817.0,58710,21725,21725,recalled_tower,8,0
34,641cecac6e17e9023eee6324,block_construction_build_components,build_components_build_recall_prolific_pilot_6_towers,57be300e7eaea600014d2e4b,9970-6be1aa71-8611-4d8e-bc74-4f05a2108d97,Prolific,0,0,"{'blocks': [{'x': 4, 'y': 0, 'width': 2, 'height': 1}, {'x': 6, 'y': 0, 'width': 2, 'height': 1}, {'x': 4, 'y': 1, 'width': 1, 'height': 2}, {'x': 7, 'y': 1, 'width': 1, 'height': 2}, {'x': 6, 'y': 3, 'width': 2, 'height': 1}, {'x': 4, 'y': 3, 'width': 2, 'height': 1}, {'x': 7, 'y': 4, 'width': 1, 'height': 2}, {'x': 5, 'y': 4, 'width': 1, 'height': 2}], 'discreteWorld': [[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [False, False, False, False, True, True, True, True, True, True], [False, True, True, False, False, False, True, True, True, True], [False, True, True, False, True, True, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]], 'n_block': 8}",1,"[{'height': 1, 'width': 2, 'x': 0, 'y': 0}, {'height': 1, 'width': 2, 'x': 2, 'y': 0}, {'height': 2, 'width': 1, 'x': 0, 'y': 1}, {'height': 2, 'width': 1, 'x': 3, 'y': 1}, {'height': 1, 'width': 2, 'x': 2, 'y': 3}, {'height': 1, 'width': 2, 'x': 0, 'y': 3}, {'height': 2, 'width': 1, 'x': 3, 'y': 4}, {'height': 2, 'width': 1, 'x': 1, 'y': 4}]",1679617201016.0,1679617140061.0,60955,60955,60901,recalled_tower,8,0
35,641cecad6e17e9023eee6327,block_construction_build_components,build_components_build_recall_prolific_pilot_6_towers,5c9d81d42d9a05001690c490,1561-a3b2cbca-0886-49de-a3a0-38fe5252eb6f,Prolific,1,4,"{'blocks': [{'x': 3, 'y': 0, 'width': 1, 'height': 2}, {'x': 5, 'y': 0, 'width': 1, 'height': 2}, {'x': 2, 'y': 0, 'width': 1, 'height': 2}, {'x': 3, 'y': 2, 'width': 2, 'height': 1}, {'x': 5, 'y': 2, 'width': 1, 'height': 2}, {'x': 4, 'y': 4, 'width': 2, 'height': 1}, {'x': 3, 'y': 3, 'width': 1, 'height': 2}, {'x': 2, 'y': 5, 'width': 2, 'height': 1}], 'discreteWorld': [[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [False, False, True, True, True, False, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [True, True, False, True, False, True, True, True, True, True], [False, False, False, False, False, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]], 'n_block': 8}",1,"[{'height': 2, 'width': 1, 'x': 1, 'y': 0}, {'height': 2, 'width': 1, 'x': 3, 'y': 0}, {'height': 2, 'width': 1, 'x': 0, 'y': 0}, {'height': 1, 'width': 2, 'x': 1, 'y': 2}, {'height': 2, 'width': 1, 'x': 3, 'y': 2}, {'height': 1, 'width': 2, 'x': 2, 'y': 4}, {'height': 2, 'width': 1, 'x': 1, 'y': 3}, {'height': 1, 'width': 2, 'x': 0, 'y': 5}]",1679617196215.0,1679617116558.0,79657,79657,25317,recalled_tower,8,1
36,641cecb46e17e9023eee6336,block_construction_build_components,build_components_build_recall_prolific_pilot_6_towers,628bef28fbe03c493fe63f57,7084-47ebb01e-9495-4bd0-a79d-1158dab10935,Prolific,0,0,"{'blocks': [{'x': 3, 'y': 0, 'width': 1, 'height': 2}, {'x': 3, 'y': 2, 'width': 2, 'height': 1}, {'x': 6, 'y': 0, 'width': 1, 'height': 2}, {'x': 5, 'y': 2, 'width': 2, 'height': 1}, {'x': 4, 'y': 3, 'width': 2, 'height': 1}, {'x': 2, 'y': 3, 'width': 2, 'height': 1}, {'x': 3, 'y': 4, 'width': 1, 'height': 2}, {'x': 5, 'y': 4, 'width': 1, 'height': 2}], 'discreteWorld': [[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, False, True, True, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [True, True, False, False, True, True, True, True, True, True], [True, True, False, False, False, False, True, True, True, True], [False, False, False, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]], 'n_block': 8}",4,"[{'height': 2, 'width': 1, 'x': 1, 'y': 0}, {'height': 1, 'width': 2, 'x': 1, 'y': 2}, {'height': 2, 'width': 1, 'x': 4, 'y': 0}, {'height': 1, 'width': 2, 'x': 3, 'y': 2}, {'height': 1, 'width': 2, 'x': 2, 'y': 3}, {'height': 1, 'width': 2, 'x': 0, 'y': 3}, {'height': 2, 'width': 1, 'x': 1, 'y': 4}, {'height': 2, 'width': 1, 'x': 3, 'y': 4}]",1679617204467.0,1679617041518.0,162949,40337,40337,recalled_tower,8,2
37,641cecc46e17e9023eee635e,block_construction_build_components,build_components_build_recall_prolific_pilot_6_towers,5c9d81d42d9a05001690c490,1561-a3b2cbca-0886-49de-a3a0-38fe5252eb6f,Prolific,0,0,"{'blocks': [{'x': 6, 'y': 0, 'width': 2, 'height': 1}, {'x': 5, 'y': 0, 'width': 1, 'height': 2}, {'x': 4, 'y': 2, 'width': 2, 'height': 1}, {'x': 4, 'y': 3, 'width': 2, 'height': 1}, {'x': 7, 'y': 1, 'width': 1, 'height': 2}, {'x': 6, 'y': 3, 'width': 2, 'height': 1}, {'x': 5, 'y': 4, 'width': 2, 'height': 1}, {'x': 5, 'y': 5, 'width': 2, 'height': 1}], 'discreteWorld': [[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, False, False, True, True, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [False, True, True, False, False, False, True, True, True, True], [False, False, False, False, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]], 'n_block': 8}",2,"[{'height': 1, 'width': 2, 'x': 2, 'y': 0}, {'height': 2, 'width': 1, 'x': 1, 'y': 0}, {'height': 1, 'width': 2, 'x': 0, 'y': 2}, {'height': 1, 'width': 2, 'x': 0, 'y': 3}, {'height': 2, 'width': 1, 'x': 3, 'y': 1}, {'height': 1, 'width': 2, 'x': 2, 'y': 3}, {'height': 1, 'width': 2, 'x': 1, 'y': 4}, {'height': 1, 'width': 2, 'x': 1, 'y': 5}]",1679617219306.0,1679617116558.0,102748,23084,23084,recalled_tower,8,1
38,641ceccc6e17e9023eee636b,block_construction_build_components,build_components_build_recall_prolific_pilot_6_towers,628bef28fbe03c493fe63f57,7084-47ebb01e-9495-4bd0-a79d-1158dab10935,Prolific,0,0,"{'blocks': [{'x': 3, 'y': 0, 'width': 2, 'height': 1}, {'x': 5, 'y': 0, 'width': 2, 'height': 1}, {'x': 4, 'y': 1, 'width': 1, 'height': 2}, {'x': 5, 'y': 1, 'width': 1, 'height': 2}, {'x': 5, 'y': 3, 'width': 2, 'height': 1}, {'x': 3, 'y': 3, 'width': 2, 'height': 1}, {'x': 4, 'y': 4, 'width': 1, 'height': 2}, {'x': 6, 'y': 4, 'width': 1, 'height': 2}], 'discreteWorld': [[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [False, True, True, False, True, True, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [False, False, False, False, True, True, True, True, True, True], [False, True, True, False, False, False, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]], 'n_block': 8}",5,"[{'height': 1, 'width': 2, 'x': 0, 'y': 0}, {'height': 1, 'width': 2, 'x': 2, 'y': 0}, {'height': 2, 'width': 1, 'x': 1, 'y': 1}, {'height': 2, 'width': 1, 'x': 2, 'y': 1}, {'height': 1, 'width': 2, 'x': 2, 'y': 3}, {'height': 1, 'width': 2, 'x': 0, 'y': 3}, {'height': 2, 'width': 1, 'x': 1, 'y': 4}, {'height': 2, 'width': 1, 'x': 3, 'y': 4}]",1679617228878.0,1679617041518.0,187360,24401,24401,recalled_tower,8,2
39,641cecd46e17e9023eee6377,block_construction_build_components,build_components_build_recall_prolific_pilot_6_towers,63ed00457ed1419748312833,6111-3e3da43a-eab6-43b3-90d2-9a27133cd93b,Prolific,1,0,"{'blocks': [{'x': 4, 'y': 0, 'width': 1, 'height': 2}, {'x': 3, 'y': 2, 'width': 2, 'height': 1}, {'x': 3, 'y': 3, 'width': 2, 'height': 1}, {'x': 5, 'y': 0, 'width': 2, 'height': 1}, {'x': 6, 'y': 1, 'width': 1, 'height': 2}, {'x': 5, 'y': 3, 'width': 2, 'height': 1}, {'x': 4, 'y': 4, 'width': 1, 'height': 2}, {'x': 5, 'y': 4, 'width': 1, 'height': 2}], 'discreteWorld': [[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, False, False, True, True, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [False, True, True, False, False, False, True, True, True, True], [False, False, False, False, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]], 'n_block': 8}",3,"[{'height': 2, 'width': 1, 'x': 1, 'y': 0}, {'height': 1, 'width': 2, 'x': 0, 'y': 2}, {'height': 1, 'width': 2, 'x': 0, 'y': 3}, {'height': 1, 'width': 2, 'x': 2, 'y': 0}, {'height': 2, 'width': 1, 'x': 3, 'y': 1}, {'height': 1, 'width': 2, 'x': 2, 'y': 3}, {'height': 2, 'width': 1, 'x': 1, 'y': 4}, {'height': 2, 'width': 1, 'x': 2, 'y': 4}]",1679617237746.0,1679617114817.0,122929,64142,23979,recalled_tower,8,1
40,641cece76e17e9023eee639d,block_construction_build_components,build_components_build_recall_prolific_pilot_6_towers,628bef28fbe03c493fe63f57,7084-47ebb01e-9495-4bd0-a79d-1158dab10935,Prolific,0,0,"{'blocks': [{'x': 3, 'y': 0, 'width': 2, 'height': 1}, {'x': 5, 'y': 0, 'width': 2, 'height': 1}, {'x': 4, 'y': 1, 'width': 1, 'height': 2}, {'x': 5, 'y': 1, 'width': 1, 'height': 2}, {'x': 4, 'y': 3, 'width': 1, 'height': 2}, {'x': 5, 'y': 3, 'width': 1, 'height': 2}, {'x': 5, 'y': 5, 'width': 2, 'height': 1}, {'x': 3, 'y': 5, 'width': 2, 'height': 1}], 'discreteWorld': [[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [False, True, True, True, True, False, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [False, True, True, True, True, False, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]], 'n_block': 8}",6,"[{'height': 1, 'width': 2, 'x': 0, 'y': 0}, {'height': 1, 'width': 2, 'x': 2, 'y': 0}, {'height': 2, 'width': 1, 'x': 1, 'y': 1}, {'height': 2, 'width': 1, 'x': 2, 'y': 1}, {'height': 2, 'width': 1, 'x': 1, 'y': 3}, {'height': 2, 'width': 1, 'x': 2, 'y': 3}, {'height': 1, 'width': 2, 'x': 2, 'y': 5}, {'height': 1, 'width': 2, 'x': 0, 'y': 5}]",1679617255251.0,1679617041518.0,213733,26362,26362,recalled_tower,8,2
41,641cecee6e17e9023eee63b1,block_construction_build_components,build_components_build_recall_prolific_pilot_6_towers,63ed00457ed1419748312833,6111-3e3da43a-eab6-43b3-90d2-9a27133cd93b,Prolific,0,0,"{'blocks': [{'x': 4, 'y': 0, 'width': 1, 'height': 2}, {'x': 6, 'y': 0, 'width': 2, 'height': 1}, {'x': 6, 'y': 1, 'width': 1, 'height': 2}, {'x': 4, 'y': 2, 'width': 1, 'height': 2}, {'x': 5, 'y': 3, 'width': 2, 'height': 1}, {'x': 4, 'y': 4, 'width': 1, 'height': 2}, {'x': 6, 'y': 4, 'width': 1, 'height': 2}, {'x': 6, 'y': 6, 'width': 2, 'height': 1}], 'discreteWorld': [[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [False, False, False, False, False, False, True, True, True, True], [True, True, True, False, True, True, True, True, True, True], [False, False, False, False, False, False, False, True, True, True], [False, True, True, True, True, True, False, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]], 'n_block': 8}",4,"[{'height': 2, 'width': 1, 'x': 0, 'y': 0}, {'height': 1, 'width': 2, 'x': 2, 'y': 0}, {'height': 2, 'width': 1, 'x': 2, 'y': 1}, {'height': 2, 'width': 1, 'x': 0, 'y': 2}, {'height': 1, 'width': 2, 'x': 1, 'y': 3}, {'height': 2, 'width': 1, 'x': 0, 'y': 4}, {'height': 2, 'width': 1, 'x': 2, 'y': 4}, {'height': 1, 'width': 2, 'x': 2, 'y': 6}]",1679617263687.0,1679617114817.0,148870,25909,25909,recalled_tower,8,1
42,641cecf26e17e9023eee63ba,block_construction_build_components,build_components_build_recall_prolific_pilot_6_towers,57be300e7eaea600014d2e4b,9970-6be1aa71-8611-4d8e-bc74-4f05a2108d97,Prolific,1,0,"{'blocks': [{'x': 7, 'y': 0, 'width': 1, 'height': 2}, {'x': 5, 'y': 0, 'width': 1, 'height': 2}, {'x': 7, 'y': 2, 'width': 1, 'height': 2}, {'x': 5, 'y': 2, 'width': 1, 'height': 2}, {'x': 4, 'y': 4, 'width': 2, 'height': 1}, {'x': 6, 'y': 4, 'width': 2, 'height': 1}, {'x': 7, 'y': 5, 'width': 1, 'height': 2}, {'x': 5, 'y': 5, 'width': 1, 'height': 2}], 'discreteWorld': [[True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, False, True, True, True, True, True], [False, False, False, False, False, False, False, True, True, True], [True, True, True, True, False, True, True, True, True, True], [False, False, False, False, False, False, False, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True]], 'n_block': 8}",2,"[{'height': 2, 'width': 1, 'x': 3, 'y': 0}, {'height': 2, 'width': 1, 'x': 1, 'y': 0}, {'height': 2, 'width': 1, 'x': 3, 'y': 2}, {'height': 2, 'width': 1, 'x': 1, 'y': 2}, {'height': 1, 'width': 2, 'x': 0, 'y': 4}, {'height': 1, 'width': 2, 'x': 2, 'y': 4}, {'height': 2, 'width': 1, 'x': 3, 'y': 5}, {'height': 2, 'width': 1, 'x': 1, 'y': 5}]",1679617271662.0,1679617140061.0,131601,70625,33720,recalled_tower,8,1
