,targetName,gameID,level_2,rep_a,rep_b,displacement,reps
138,hand_selected_004,9029-bf6aa9be-2c19-4801-8b58-04f3a2398178,0,0,1,0.6000000000000001,0 to 1
139,hand_selected_004,9029-bf6aa9be-2c19-4801-8b58-04f3a2398178,1,0,2,0.606060606060606,0 to 2
140,hand_selected_004,9029-bf6aa9be-2c19-4801-8b58-04f3a2398178,2,0,3,0.6363636363636362,0 to 3
141,hand_selected_004,9029-bf6aa9be-2c19-4801-8b58-04f3a2398178,3,1,2,0.8545454545454545,1 to 2
142,hand_selected_004,9029-bf6aa9be-2c19-4801-8b58-04f3a2398178,4,1,3,0.7090909090909091,1 to 3
143,hand_selected_004,9029-bf6aa9be-2c19-4801-8b58-04f3a2398178,5,2,3,0.8461538461538461,2 to 3
144,hand_selected_004,9153-0ba62326-2435-45d8-962d-97de391c7fc4,0,0,1,0.2857142857142857,0 to 1
145,hand_selected_004,9153-0ba62326-2435-45d8-962d-97de391c7fc4,1,0,2,0.4999999999999999,0 to 2
146,hand_selected_004,9153-0ba62326-2435-45d8-962d-97de391c7fc4,2,0,3,0.9285714285714285,0 to 3
147,hand_selected_004,9153-0ba62326-2435-45d8-962d-97de391c7fc4,3,1,2,0.7777777777777778,1 to 2
148,hand_selected_004,9153-0ba62326-2435-45d8-962d-97de391c7fc4,4,1,3,0.3333333333333333,1 to 3
149,hand_selected_004,9153-0ba62326-2435-45d8-962d-97de391c7fc4,5,2,3,0.3888888888888889,2 to 3
150,hand_selected_004,9995-aa7dd1d6-ff3f-41e8-ade6-da416e7366c3,0,0,1,0.9999999999999999,0 to 1
151,hand_selected_004,9995-aa7dd1d6-ff3f-41e8-ade6-da416e7366c3,1,0,2,0.6,0 to 2
152,hand_selected_004,9995-aa7dd1d6-ff3f-41e8-ade6-da416e7366c3,2,0,3,0.9999999999999999,0 to 3
153,hand_selected_004,9995-aa7dd1d6-ff3f-41e8-ade6-da416e7366c3,3,1,2,0.4666666666666666,1 to 2
154,hand_selected_004,9995-aa7dd1d6-ff3f-41e8-ade6-da416e7366c3,4,1,3,0.8666666666666666,1 to 3
155,hand_selected_004,9995-aa7dd1d6-ff3f-41e8-ade6-da416e7366c3,5,2,3,0.7777777777777778,2 to 3
156,hand_selected_005,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,0,0,1,0.9999999999999999,0 to 1
157,hand_selected_005,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,1,0,2,0.7333333333333333,0 to 2
158,hand_selected_005,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,2,0,3,0.7333333333333333,0 to 3
159,hand_selected_005,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,3,1,2,0.7222222222222222,1 to 2
160,hand_selected_005,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,4,1,3,0.7777777777777777,1 to 3
161,hand_selected_005,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,5,2,3,0.8888888888888888,2 to 3
162,hand_selected_005,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,0,0,1,0.7142857142857143,0 to 1
163,hand_selected_005,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,1,0,2,0.9047619047619049,0 to 2
164,hand_selected_005,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,2,0,3,0.9047619047619049,0 to 3
165,hand_selected_005,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,3,1,2,0.6190476190476191,1 to 2
166,hand_selected_005,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,4,1,3,0.6190476190476191,1 to 3
167,hand_selected_005,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,5,2,3,1.0,2 to 3
168,hand_selected_005,0750-6e9daa66-cf41-4b5f-8626-8cac81c5597b,0,0,1,-0.33333333333333337,0 to 1
169,hand_selected_005,0750-6e9daa66-cf41-4b5f-8626-8cac81c5597b,1,0,2,1.0,0 to 2
170,hand_selected_005,0750-6e9daa66-cf41-4b5f-8626-8cac81c5597b,2,0,3,-1.0,0 to 3
171,hand_selected_005,0750-6e9daa66-cf41-4b5f-8626-8cac81c5597b,3,1,2,0.3333333333333334,1 to 2
172,hand_selected_005,0750-6e9daa66-cf41-4b5f-8626-8cac81c5597b,4,1,3,0.6666666666666669,1 to 3
173,hand_selected_005,0750-6e9daa66-cf41-4b5f-8626-8cac81c5597b,5,2,3,0.8571428571428571,2 to 3
174,hand_selected_005,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,0,0,1,0.8095238095238096,0 to 1
175,hand_selected_005,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,1,0,2,0.4285714285714286,0 to 2
176,hand_selected_005,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,2,0,3,0.7142857142857143,0 to 3
177,hand_selected_005,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,3,1,2,0.8333333333333334,1 to 2
178,hand_selected_005,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,4,1,3,0.7142857142857143,1 to 3
179,hand_selected_005,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,5,2,3,0.6190476190476191,2 to 3
180,hand_selected_005,1691-3673775e-bf17-46c9-b775-79afc1355b02,0,0,1,0.9285714285714285,0 to 1
181,hand_selected_005,1691-3673775e-bf17-46c9-b775-79afc1355b02,1,0,2,0.4999999999999999,0 to 2
182,hand_selected_005,1691-3673775e-bf17-46c9-b775-79afc1355b02,2,0,3,0.6428571428571428,0 to 3
183,hand_selected_005,1691-3673775e-bf17-46c9-b775-79afc1355b02,3,1,2,0.7222222222222222,1 to 2
184,hand_selected_005,1691-3673775e-bf17-46c9-b775-79afc1355b02,4,1,3,0.6428571428571428,1 to 3
185,hand_selected_005,1691-3673775e-bf17-46c9-b775-79afc1355b02,5,2,3,0.7142857142857142,2 to 3
186,hand_selected_005,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,0,0,1,0.04761904761904762,0 to 1
187,hand_selected_005,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,1,0,2,0.3571428571428571,0 to 2
188,hand_selected_005,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,2,0,3,0.3571428571428571,0 to 3
189,hand_selected_005,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,3,1,2,1.0,1 to 2
190,hand_selected_005,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,4,1,3,1.0,1 to 3
191,hand_selected_005,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,5,2,3,0.9999999999999998,2 to 3
192,hand_selected_005,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,0,0,1,0.39999999999999997,0 to 1
193,hand_selected_005,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,1,0,2,-0.39999999999999997,0 to 2
194,hand_selected_005,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,2,0,3,0.6,0 to 3
195,hand_selected_005,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,3,1,2,-0.04761904761904762,1 to 2
196,hand_selected_005,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,4,1,3,0.6190476190476191,1 to 3
197,hand_selected_005,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,5,2,3,0.07142857142857142,2 to 3
198,hand_selected_005,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,0,0,1,0.4999999999999999,0 to 1
199,hand_selected_005,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,1,0,2,0.42857142857142855,0 to 2
200,hand_selected_005,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,2,0,3,0.5714285714285714,0 to 3
201,hand_selected_005,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,3,1,2,0.5714285714285714,1 to 2
202,hand_selected_005,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,4,1,3,0.9285714285714285,1 to 3
203,hand_selected_005,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,5,2,3,0.42857142857142855,2 to 3
204,hand_selected_005,4115-fd198403-2337-4ad4-9b98-3841e429e43e,0,0,1,0.9999999999999999,0 to 1
205,hand_selected_005,4115-fd198403-2337-4ad4-9b98-3841e429e43e,1,0,2,0.7999999999999999,0 to 2
206,hand_selected_005,4115-fd198403-2337-4ad4-9b98-3841e429e43e,2,0,3,0.39999999999999997,0 to 3
207,hand_selected_005,4115-fd198403-2337-4ad4-9b98-3841e429e43e,3,1,2,0.6,1 to 2
208,hand_selected_005,4115-fd198403-2337-4ad4-9b98-3841e429e43e,4,1,3,0.4666666666666666,1 to 3
209,hand_selected_005,4115-fd198403-2337-4ad4-9b98-3841e429e43e,5,2,3,0.4666666666666666,2 to 3
210,hand_selected_005,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,0,0,1,0.0,0 to 1
211,hand_selected_005,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,1,0,2,1.0,0 to 2
212,hand_selected_005,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,2,0,3,0.3333333333333334,0 to 3
213,hand_selected_005,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,3,1,2,1.0,1 to 2
214,hand_selected_005,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,4,1,3,0.3090909090909091,1 to 3
215,hand_selected_005,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,5,2,3,1.0,2 to 3
216,hand_selected_005,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,0,0,1,0.9047619047619049,0 to 1
217,hand_selected_005,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,1,0,2,0.9999999999999998,0 to 2
218,hand_selected_005,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,2,0,3,0.9999999999999998,0 to 3
219,hand_selected_005,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,3,1,2,0.9047619047619049,1 to 2
220,hand_selected_005,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,4,1,3,0.9047619047619049,1 to 3
221,hand_selected_005,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,5,2,3,0.9999999999999998,2 to 3
222,hand_selected_005,4611-415301bd-3cd2-4751-9911-e530d1bce758,0,0,1,0.7999999999999999,0 to 1
223,hand_selected_005,4611-415301bd-3cd2-4751-9911-e530d1bce758,1,0,2,0.7999999999999999,0 to 2
224,hand_selected_005,4611-415301bd-3cd2-4751-9911-e530d1bce758,2,0,3,0.7999999999999999,0 to 3
225,hand_selected_005,4611-415301bd-3cd2-4751-9911-e530d1bce758,3,1,2,0.9999999999999999,1 to 2
226,hand_selected_005,4611-415301bd-3cd2-4751-9911-e530d1bce758,4,1,3,0.9999999999999999,1 to 3
227,hand_selected_005,4611-415301bd-3cd2-4751-9911-e530d1bce758,5,2,3,0.9047619047619049,2 to 3
228,hand_selected_005,5561-b91645e7-99ed-4bc3-bed2-033e730ddfc8,0,0,1,0.8095238095238096,0 to 1
229,hand_selected_005,5561-b91645e7-99ed-4bc3-bed2-033e730ddfc8,1,0,2,0.8095238095238096,0 to 2
